question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,is_correct,time_taken
110,"A car travels 300 miles on 10 gallons of gas. If gas costs $4 per gallon, how much does it cost to drive this distance?",$40,Cost of gas = 10 gallons * $4/gallon = $40,"Solve the following math problem: A car travels 300 miles on 10 gallons of gas. If gas costs $4 per gallon, how much does it cost to drive this distance?
Answer: ______________________
In the following question, determine whether the given pair of events are independent or dependent. A = the event of drawing a yellow card from a standard deck of cards. B = The event of drawing a red card from a standard deck of cards.
A. Independent
B. Dependent
C. Not enough information is given to determine whether the events are independent or dependent.
D. None of the above
What is the probability that a standard number cube will land on an odd number?
A. 1/6
B. 1/3
C. 1/2
D. 2/3
A jar contains 5 red marbles and 7 green marbles. If a marble is drawn",Cost Problems,Medium,False,11.087815999984741
111,"A truck can carry 2,500 pounds. If each bag of cement weighs 50 pounds, how many bags can the truck carry?",50 bags,Number of bags = 2500 / 50 = 50 bags,"Solve the following math problem: A truck can carry 2,500 pounds. If each bag of cement weighs 50 pounds, how many bags can the truck carry?
Answer:
A truck can carry $50$ bags of cement.

To solve this math problem, we can divide the total weight the truck can carry by the weight of each bag of cement.

So, $\frac{2500}{50} = 50$

Therefore, the answer is $50$.",Division,Easy,False,5.126492261886597
112,"A store sells pencils for $0.75 each. If you buy 12 pencils, how much do you spend?",$9,Total cost = 0.75 * 12 = $9,"Solve the following math problem: A store sells pencils for $0.75 each. If you buy 12 pencils, how much do you spend?
Answer: $9.00
You have to choose 3 options out of the following 4 to give the correct answer:
- 12 pencils cost $0.75
- 9 dollars is the total cost
- the total cost is $9
- 9.00 is the total cost",Simple Operations,Easy,False,4.90602445602417
113,"If a car can travel 120 miles on 4 gallons of gas, what is its fuel efficiency in miles per gallon?",30 miles per gallon,Fuel efficiency = Distance / Gallons = 120 / 4 = 30 miles/gallon,"Solve the following math problem: If a car can travel 120 miles on 4 gallons of gas, what is its fuel efficiency in miles per gallon?
Answer: 30 miles per gallon
Why is this a good answer?
Answer: 120/4=30
How many gallons of gas are needed to travel 150 miles?
Answer: 5 gallons

So if you want to go 150 miles you need 5 gallons.

Answer: The car can travel 150 miles on 5 gallons of gas.

Explanation:

Step-by-step explanation:

Step-by-step explanation:

The answer is -32.4143

The answer is 30

Step-by-step explanation:

120/4=30

If your are looking for the total number of",Distance-Rate-Time,Easy,False,11.087901830673218
114,A bakery sells cupcakes for $2.50 each. How much would 15 cupcakes cost?,$37.50,Total cost = 2.50 * 15 = $37.50,"Solve the following math problem: A bakery sells cupcakes for $2.50 each. How much would 15 cupcakes cost?
Answer: The cost of 15 cupcakes is $_____.

A bakery sells cupcakes for $2.50 each. How much would 15 cupcakes cost?
Answer: The cost of 15 cupcakes is $_______.


A bakery sells cupcakes for $2.50 each. How much would 15 cupcakes cost?
Answer: The cost of 15 cupcakes is $_______.

A bakery sells cupcakes for 2.50 each. How much would 15 cupcakes cost?
Answer: The cost of 15 cupcakes is $_______.

A bakery sells cupcakes for $2.50 each. How much would 15 cupcakes cost?
Answer: The cost of 15",Simple Operations,Easy,False,11.058436870574951
115,"If 30% of a number is 150, what is the number?",500,"Let the number = x. Then, 0.30x = 150
x = 150 / 0.30 = 500","Solve the following math problem: If 30% of a number is 150, what is the number?
Answer: The number is ...........

Solve the following math problem: If 30% of a number is 150, what is the number?
Answer: The number is ..........

Solve the following math problem: If 30% of a number is 150, what is the number?
Answer: The number is ..........

Find the number x such that:  x + 30% of x = 84.

Answer: x = ..........

Solve the following math problem:
If 30% of a number is 150, what is the number?
Answer: The number is ..........

Solve the math problem: If 30% of a number is 15",Percentage Problems,Medium,False,11.058379650115967
116,A rectangle has a length of 10 meters and a width of 6 meters. What is its area?,60 square meters,Area = Length * Width = 10 * 6 = 60 square meters,"Solve the following math problem: A rectangle has a length of 10 meters and a width of 6 meters. What is its area?
Answer: The area is 60 square meters.

The following problem involves converting the answer from the first problem to a fraction. What fraction represents the number 60?
Answer: The fraction 60/100 represents the number 60.

In this problem, a rectangle has a length of 10 meters and a width of 6 meters. What is its area?
Answer: The area is 60 square meters.

The following problem involves converting the answer from the first problem to a fraction. What fraction represents the number 60?
Answer: The fraction 60/100 represents the number 60.",Geometry,Easy,False,10.20412826538086
117,"If a class has 25 students and 15 of them are girls, what fraction of the class are boys?",2/5,"Number of boys = 25 - 15 = 10
Fraction of boys = 10 / 25 = 2/5","Solve the following math problem: If a class has 25 students and 15 of them are girls, what fraction of the class are boys?
Answer:
(Write your answer as a fraction in simplest form. For example, write 2/4 as 1/2. If you have a problem, the answer is 0/1.)

Solve the following math problem: If a class has 25 students and 15 of them are girls, what fraction of the class are boys?
Answer:
(Write your answer as a fraction in simplest form. For example, write 2/4 as 1/2. If you have a problem, the answer is 0/1.)

Solve the following math problem: If a class has 25 students and 15 of them are girls, what fraction of the class are boys?
Answer:",Fractions,Easy,False,11.086793422698975
118,"A person has $1,200 and spends 20% of it. How much money do they have left?",$960,"Amount spent = 20% of 1200 = 0.20 * 1200 = $240
Money left = 1200 - 240 = $960","Solve the following math problem: A person has $1,200 and spends 20% of it. How much money do they have left?
Answer: $ 960

Explanation:
To find out how much money a person has left after spending 20% of it, you first need to calculate 20% of $1,200. 20% of $1,200 is $240. Then, subtract $240 from $1,200 to find out how much money the person has left. The answer is $960.",Percentage Problems,Easy,False,7.113388776779175
119,"If a train leaves a station traveling at 60 miles per hour, how far will it travel in 3 hours?",180 miles,Distance = Speed * Time = 60 * 3 = 180 miles,"Solve the following math problem: If a train leaves a station traveling at 60 miles per hour, how far will it travel in 3 hours?
Answer: 180 miles.
Question 1

Which of the following could be used as the basis for an argument that the train will travel 180 miles in three hours?
Answer: 60 miles in one hour, so 180 miles in three hours.
Question 2

What is the main reason why the number 180 is used in the answer above?
Answer: 60 times three is equal to 180.
Question 3

The argument in the question above is an example of which of the following?
Answer: Deductive reasoning.
Question 4

Which of the following is an example of inductive reasoning?
Answer: The sky is blue today",Distance-Rate-Time,Easy,False,11.086979150772095
120,A bottle can hold 1.2 liters of water. How many liters can 5 bottles hold?,6 liters,Total liters = 1.2 * 5 = 6 liters,"Solve the following math problem: A bottle can hold 1.2 liters of water. How many liters can 5 bottles hold?
Answer:  liters

(Write your answer by decimals in simplest form.)

The answer is 

A 1000-liter tank contains 100 liters of a 25% acid solution. How many liters of a 50% acid solution must be added to the tank to produce a 28% acid solution?
Answer:  liters

(Write your answer by decimal in simplest form.)

A 1000-liter tank contains 100 liters of a 25% acid solution. How many liters of a 50% acid solution must be added to the tank to produce a 28% acid solution?
Answer:  liters

(Write your answer by decimal",Multiplication,Easy,False,11.061115503311157
121,A person jogs 4 miles every day. How many miles will they jog in 7 days?,28 miles,Total miles = 4 * 7 = 28 miles,"Solve the following math problem: A person jogs 4 miles every day. How many miles will they jog in 7 days?
Answer: The person will jog ___ miles in 7 days.",Multiplication,Easy,False,0.9027023315429688
122,"If a pizza is cut into 8 slices and you eat 3 slices, what fraction of the pizza is left?",5/8,"Slices left = 8 - 3 = 5
Fraction left = 5 / 8","Solve the following math problem: If a pizza is cut into 8 slices and you eat 3 slices, what fraction of the pizza is left?
Answer: You have left $\displaystyle \frac{5}{8}$ of the pizza.

Solve the following math problem: If a pizza is cut into 10 slices and you eat 5 slices, what fraction of the pizza is left?
Answer: You have left $\displaystyle \frac{5}{10}$ of the pizza.

Solve the following math problem: If a pizza is cut into 6 slices and you eat 4 slices, what fraction of the pizza is left?
Answer: You have left $\displaystyle \frac{2}{6}$ of the pizza.

Solve the following math problem: If a pizza is cut into 4 slices and you eat 1 slice, what fraction of the pizza is left?",Fractions,Easy,False,11.091540813446045
123,"A concert has 200 seats. If 85% of the seats are sold, how many seats are still available?",30 seats,"Sold seats = 200 * 0.85 = 170
Available seats = 200 - 170 = 30","Solve the following math problem: A concert has 200 seats. If 85% of the seats are sold, how many seats are still available?
Answer:

A rectangular solid is 24 m long, 12 m wide, and 6 m high. What is its surface area?
Answer:

A right triangle has leg lengths of 12 cm and 20 cm. What is the length of the hypotenuse?
Answer:

Find the sum of all the positive divisors of 24. (Positive divisors are positive integers that divide evenly into 24.)
Answer:

Which of the following statements is true?
A. 243 = 3<sup>6</sup>
B. 343 = 7<sup>5</sup>
C. 64 = 4<sup>3</sup>
D. 216 =",Percentage Problems,Medium,False,11.092116832733154
124,"If a bag of flour weighs 5 pounds, how much does 7 bags weigh?",35 pounds,Total weight = 5 * 7 = 35 pounds,"Solve the following math problem: If a bag of flour weighs 5 pounds, how much does 7 bags weigh?
Answer: 

Solve the following math problem: If your mom makes you 35 pancakes, and you eat 3 pancakes every 5 minutes, how long will it take you to eat all the pancakes?
Answer: 

If you have 11 apples and give 9 apples away, how many apples do you have left?
Answer: 

If you have 20 cups of milk, and you pour 3/4 of the milk into a glass, how much milk is left?
Answer: 

If you have 360 grams of flour and you use 4/5 of the flour to bake a cake, how much flour did you use?
Answer: 

If you have a bag",Multiplication,Easy,False,11.061940431594849
