question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,fuzzy_score
47,John and Mike together have 90 dollars. John has 20 dollars more than Mike. How much does each have?,John has 55 dollars and Mike has 35 dollars,"Let Mike's dollars = x
John's dollars = x + 20
x + (x + 20) = 90
2x + 20 = 90
2x = 70
x = 35
John = 55, Mike = 35","Solve the following math problem: John and Mike together have 90 dollars. John has 20 dollars more than Mike. How much does each have?
Answer:

1. Let's denote the amount of money Mike has as $x$.

2. According to the problem, John has 20 dollars more than Mike, so we can express John's amount of money as $x + 20$.

3. The total amount of money they have together is 90 dollars, so we can set up the following equation: $x + (x + 20) = 90$.

4. Simplifying the equation, we get $2x + 20 = 90$.

5. Subtracting 20 from both sides, we get $2x = 70$.

6. D",Equations with Two Variables,Medium,8
48,"A solution contains 40% salt. If there are 20 liters of solution, how much salt is in the solution?",8 liters of salt,Amount of salt = 40% of 20 liters = 0.4 * 20 = 8 liters,"Solve the following math problem: A solution contains 40% salt. If there are 20 liters of solution, how much salt is in the solution?
Answer: The solution contains 8 liters of salt.

#

1. We know that the solution is 40% salt.
2. This means that for every 100 liters of the solution, there are 40 liters of salt.
3. We have 20 liters of the solution, so we can set up a proportion to find out how much salt is in the solution: (40 liters of salt) / (100 liters of solution) = (x liters of salt) / (20 liters of solution)
4. Solving for x, we get: x = (40/100) * 20 =",Mixture Problems,Medium,5
49,A car and a bike together can cover a distance in 2 hours. The car alone can cover it in 1.5 hours. How long will the bike take to cover the distance alone?,6 hours,"Rate of car = 1/1.5 distance/hour, Rate of bike = 1/x distance/hour
Together: 1/1.5 + 1/x = 1/2
Solve for x = 6 hours","Solve the following math problem: A car and a bike together can cover a distance in 2 hours. The car alone can cover it in 1.5 hours. How long will the bike take to cover the distance alone?
Answer:

Let's denote the speed of the car as C and the speed of the bike as B.

From the problem, we know that:

1. The car and the bike together can cover a distance in 2 hours. So, their combined speed is 1/2 of the distance per hour.

2. The car alone can cover the distance in 1.5 hours. So, its speed is 1/1.5 of the distance per hour.

From these two pieces of information, we can set up the following equation:

C + B = 1/2
C = 1/1.5

Now, we can substitute the second equation into the",Work Problems,Medium,2
50,"In 3 years, Anna will be three times as old as she was 5 years ago. How old is Anna now?",7 years old,"Let Anna's current age = x
In 3 years, Anna's age = x + 3
5 years ago, Anna's age = x - 5
x + 3 = 3(x - 5)
x + 3 = 3x - 15
x = 7","Solve the following math problem: In 3 years, Anna will be three times as old as she was 5 years ago. How old is Anna now?
Answer:
Anna's age now is 10 years.

Here's the step-by-step solution:

1. Let A be Anna's current age.

2. In 3 years, Anna will be A + 3 years old.

3. Five years ago, Anna was A - 5 years old.

4. According to the problem, in 3 years, Anna will be three times as old as she was 5 years ago. So, A + 3 = 3(A - 5).

5. Expanding the equation, we get A + 3 = 3A - 15.

6. Rear",Age Problems (Complex),Medium,4
51,A laptop is priced at $900 with a 20% discount. What is the sale price?,$720,Sale price = $900 * (1 - 0.20) = $900 * 0.80 = $720,"Solve the following math problem: A laptop is priced at $900 with a 20% discount. What is the sale price?
Answer:
The sale price of the laptop is $720.

Hence, the final answer is $\boxed{720}$.

Solution Enhancement:
To find the sale price of the laptop, we first calculate the amount of the discount. This is done by multiplying the original price by the discount rate. In this case, the discount rate is 20%, or 0.20 in decimal form. So, the discount amount is $900 \times 0.20 = $180.

Next, we subtract the discount amount from the original price to find the sale price. So, the sale price is $900 - $1",Percentage Problems,Easy,1
52,A car travels 100 miles in 2 hours. What is the average speed?,50 miles per hour,Speed = Distance / Time = 100 miles / 2 hours = 50 miles per hour,"Solve the following math problem: A car travels 100 miles in 2 hours. What is the average speed?
Answer:
The average speed of the car is 50 miles per hour.",Distance-Rate-Time,Easy,20
53,"Jack buys 3 shirts, each priced at $30. He gets a $15 discount. How much does he pay?",$75,"Total = 3 * $30 = $90
Discount = $15
Final amount = $90 - $15 = $75","Solve the following math problem: Jack buys 3 shirts, each priced at $30. He gets a $15 discount. How much does he pay?
Answer:
Jack buys 3 shirts, each priced at $30.
The total cost of the shirts without discount is: 3 shirts * $30/shirt = $90.
He gets a $15 discount.
The final amount he pays is: $90 - $15 = $75.

So, Jack pays $\boxed{75}$ dollars for the shirts.",Simple Equations,Easy,2
54,A square has a side length of 6 meters. What is its area?,36 square meters,Area = side^2 = 6^2 = 36 square meters,"Solve the following math problem: A square has a side length of 6 meters. What is its area?
Answer: 36 square meters.

1. Calculate the area of the square using the formula $A = s^2$, where $s$ is the side length of the square.
2. Substitute the given side length into the formula: $A = 6^2 = 36$ square meters.
3. Therefore, the area of the square is $\boxed{36}$ square meters.",Geometry,Easy,8
55,"Tom has 3 times as many books as Lisa. Together, they have 80 books. How many books does each have?","Tom has 60 books, Lisa has 20 books","Let Lisa's books = x
Tom's books = 3x
x + 3x = 80
4x = 80
x = 20, 3x = 60","Solve the following math problem: Tom has 3 times as many books as Lisa. Together, they have 80 books. How many books does each have?
Answer:
Step 1: Let's denote the number of books Lisa has as L. According to the problem, Tom has 3 times as many books as Lisa, which we can write as 3L.
Step 2: The total number of books they have together is 80. So, if we add the number of books Lisa has (L) to the number of books Tom has (3L), we should get 80: L + 3L = 80.
Step 3: Simplify the equation: 4L = 80.
Step 4: Divide both sides of the equation by 4 to solve for L: L = 80 / 4",Equations with Two Variables,Medium,10
56,"A company’s revenue increased by 15% this year. Last year’s revenue was $120,000. What is this year’s revenue?","$138,000","New revenue = $120,000 * (1 + 0.15) = $120,000 * 1.15 = $138,000","Solve the following math problem: A company’s revenue increased by 15% this year. Last year’s revenue was $120,000. What is this year’s revenue?
Answer:
This year’s revenue = Last year’s revenue * (1 + Percentage increase)
This year’s revenue = $120,000 * (1 + 0.15)
This year’s revenue = $120,000 * 1.15
This year’s revenue = $138,000

The final answer is \boxed{138000}.",Percentage Problems,Medium,4
57,A train is moving at 80 miles per hour. How far will it travel in 3.5 hours?,280 miles,Distance = Speed * Time = 80 miles/hour * 3.5 hours = 280 miles,"Solve the following math problem: A train is moving at 80 miles per hour. How far will it travel in 3.5 hours?
Answer:
To find the distance traveled by the train, we can use the formula:
Distance = Speed × Time

Given that the speed of the train is 80 miles per hour and the time is 3.5 hours, we can substitute these values into the formula:

Distance = 80 miles/hour × 3.5 hours

Now, we can calculate the distance:

Distance = 280 miles

So, the train will travel 280 miles in 3.5 hours.",Distance-Rate-Time,Medium,4
58,"A rectangle has a perimeter of 60 meters. If the length is twice the width, what are the dimensions of the rectangle?","Length = 20 meters, Width = 10 meters","Let width = w, length = 2w
Perimeter = 2(l + w) = 60
2(2w + w) = 60
6w = 60
w = 10, l = 20","Solve the following math problem: A rectangle has a perimeter of 60 meters. If the length is twice the width, what are the dimensions of the rectangle?
Answer: The length of the rectangle is 20 meters, and the width is 10 meters.

Step 1: Understand the problem
The problem states that a rectangle has a perimeter of 60 meters and the length is twice the width. We need to find the dimensions of the rectangle.

Step 2: Set up an equation using the perimeter formula
The perimeter of a rectangle is given by the formula P = 2L + 2W, where P is the perimeter, L is the length, and W is the width. In this case, we know that P = 60 meters and L = 2W.

Step 3: Substitute the given",Geometry,Medium,9
59,"A chemical solution contains 30% salt. If there are 40 liters of solution, how much salt is present?",12 liters of salt,Amount of salt = 30% of 40 liters = 0.30 * 40 = 12 liters,"Solve the following math problem: A chemical solution contains 30% salt. If there are 40 liters of solution, how much salt is present?
Answer: The amount of salt present in the solution is 12 liters.

\boxed{12}",Mixture Problems,Medium,13
60,Two pipes can fill a tank in 6 hours working together. Pipe A alone can fill it in 9 hours. How long will Pipe B take to fill the tank alone?,18 hours,"Rate of Pipe A = 1/9 tanks/hour, Rate of Pipe B = 1/x tanks/hour
Together: 1/9 + 1/x = 1/6
Solve for x = 18 hours","Solve the following math problem: Two pipes can fill a tank in 6 hours working together. Pipe A alone can fill it in 9 hours. How long will Pipe B take to fill the tank alone?
Answer:
Pipe B alone can fill the tank in 18 hours.

Here's the step-by-step solution:

1. Let the rate of filling the tank by Pipe A be \(\frac{1}{9}\) of the tank per hour.
2. Let the rate of filling the tank by Pipe B be \(\frac{1}{x}\) of the tank per hour, where \(x\) is the number of hours it takes for Pipe B to fill the tank alone.
3. When both pipes work together, their combined rate is \(\frac{1}{9} + \frac{1}{x}\) of the tank per hour.
4",Work Problems,Medium,3
61,"A store sells two types of bags. Bag A costs $50 and Bag B costs $30. If 10 bags are sold for a total of $400, how many of each type were sold?",4 Bag A and 6 Bag B,"Let number of Bag A = x and number of Bag B = y
x + y = 10
50x + 30y = 400
Solve system of equations","Solve the following math problem: A store sells two types of bags. Bag A costs $50 and Bag B costs $30. If 10 bags are sold for a total of $400, how many of each type were sold?
Answer:
Let x represent the number of Bag A sold and y represent the number of Bag B sold.
The equation representing the total sales is: 50x + 30y = 400
We are also given that 10 bags were sold in total, so: x + y = 10
We can solve this system of equations to find the values of x and y.
First, let's isolate y in the second equation: y = 10 - x
Now, substitute this expression for y into the first equation: 50x + 30(10 - x) = 400
Simplify and solve for x: 50x",Systems of Equations,Hard,5
62,"The ratio of cats to dogs in a shelter is 3:4. If there are 70 animals in total, how many are cats and how many are dogs?",30 cats and 40 dogs,"Let cats = 3x, dogs = 4x
Total = 3x + 4x = 70
7x = 70
x = 10
Cats = 3 * 10 = 30, Dogs = 4 * 10 = 40","Solve the following math problem: The ratio of cats to dogs in a shelter is 3:4. If there are 70 animals in total, how many are cats and how many are dogs?
Answer:
There are 36 cats and 34 dogs in the shelter.

Here's the reasoning behind this:

1. We know that the ratio of cats to dogs is 3:4.
2. This means that for every 3 cats, there are 4 dogs.
3. To find out how many animals each part of the ratio represents, we need to divide the total number of animals (70) by the sum of the parts of the ratio (3 + 4).
4. So, each part of the ratio represents 70 / (3 + 4) = 10 animals.
5. Now, we can calculate the number of cats and dogs by multip",Ratio and Proportion Problems,Medium,5
63,"A machine can complete a task in 12 hours, and another machine can complete it in 16 hours. How long will it take them to finish the task working together?",6.86 hours,"Rate of Machine 1 = 1/12 tasks/hour, Rate of Machine 2 = 1/16 tasks/hour
Together: 1/12 + 1/16 = 7/48
Time = 1 / (7/48) = 6.86 hours","Solve the following math problem: A machine can complete a task in 12 hours, and another machine can complete it in 16 hours. How long will it take them to finish the task working together?
Answer: Working together, the two machines can complete the task in 7.69 hours.

Therefore, the final answer is $\boxed{7.69 \text{ hours}}$.",Work Problems,Hard,4
